Q core socket tempC time pkg_watts dram_watts
QQQ 5 1 24 27.51 NA NA 
QQQ 6 1 28 27.51 NA NA 
QQQ 7 1 22 27.51 NA NA 
QQQ 0 0 40 27.61 NA NA 
QQQ 1 0 38 27.61 NA NA 
QQQ 2 0 40 27.61 NA NA 
QQQ 3 0 33 27.61 NA NA 
QQQ 4 0 35 27.61 NA NA 
QQQ 5 0 31 27.61 NA NA 
QQQ 6 0 36 27.61 NA NA 
QQQ 7 0 40 27.61 NA NA 
QQQ 0 1 30 27.61 NA NA 
QQQ 1 1 30 27.61 NA NA 
QQQ 2 1 26 27.61 NA NA 
QQQ 3 1 32 27.61 NA NA 
QQQ 4 1 30 27.61 NA NA 
QQQ 5 1 24 27.61 NA NA 
QQQ 6 1 28 27.61 NA NA 
QQQ 7 1 22 27.61 NA NA 
QQQ 0 0 40 27.71 NA NA 
QQQ 1 0 37 27.71 NA NA 
QQQ 2 0 39 27.71 NA NA 
QQQ 3 0 33 27.71 NA NA 
QQQ 4 0 35 27.71 NA NA 
QQQ 5 0 31 27.71 NA NA 
QQQ 6 0 37 27.71 NA NA 
QQQ 7 0 40 27.71 NA NA 
QQQ 0 1 30 27.71 NA NA 
QQQ 1 1 29 27.71 NA NA 
QQQ 2 1 26 27.71 NA NA 
QQQ 3 1 32 27.71 NA NA 
QQQ 4 1 30 27.71 NA NA 
QQQ 5 1 24 27.71 NA NA 
QQQ 6 1 28 27.71 NA NA 
QQQ 7 1 22 27.71 NA NA 
QQQ 0 0 40 27.81 NA NA 
QQQ 1 0 37 27.81 NA NA 
QQQ 2 0 39 27.81 NA NA 
QQQ 3 0 34 27.81 NA NA 
QQQ 4 0 34 27.81 NA NA 
QQQ 5 0 31 27.81 NA NA 
QQQ 6 0 37 27.81 NA NA 
QQQ 7 0 40 27.81 NA NA 
QQQ 0 1 30 27.81 NA NA 
QQQ 1 1 30 27.81 NA NA 
QQQ 2 1 26 27.81 NA NA 
QQQ 3 1 31 27.81 NA NA 
QQQ 4 1 30 27.81 NA NA 
QQQ 5 1 23 27.81 NA NA 
QQQ 6 1 29 27.81 NA NA 
QQQ 7 1 23 27.81 NA NA 
QQQ 0 0 40 27.91 NA NA 
QQQ 1 0 37 27.91 NA NA 
QQQ 2 0 39 27.91 NA NA 
QQQ 3 0 33 27.91 NA NA 
QQQ 4 0 34 27.91 NA NA 
QQQ 5 0 31 27.91 NA NA 
QQQ 6 0 37 27.91 NA NA 
QQQ 7 0 41 27.91 NA NA 
QQQ 0 1 30 27.91 NA NA 
QQQ 1 1 30 27.91 NA NA 
QQQ 2 1 26 27.91 NA NA 
QQQ 3 1 31 27.91 NA NA 
QQQ 4 1 30 27.91 NA NA 
QQQ 5 1 24 27.91 NA NA 
QQQ 6 1 29 27.91 NA NA 
QQQ 7 1 22 27.91 NA NA 
QQQ 0 0 41 28.01 NA NA 
QQQ 1 0 37 28.01 NA NA 
QQQ 2 0 39 28.01 NA NA 
QQQ 3 0 33 28.01 NA NA 
QQQ 4 0 35 28.01 NA NA 
QQQ 5 0 31 28.01 NA NA 
QQQ 6 0 37 28.01 NA NA 
QQQ 7 0 41 28.01 NA NA 
QQQ 0 1 30 28.01 NA NA 
QQQ 1 1 29 28.01 NA NA 
QQQ 2 1 27 28.01 NA NA 
QQQ 3 1 31 28.01 NA NA 
QQQ 4 1 31 28.01 NA NA 
QQQ 5 1 24 28.01 NA NA 
QQQ 6 1 29 28.01 NA NA 
QQQ 7 1 23 28.01 NA NA 
QQQ 0 0 40 28.11 NA NA 
QQQ 1 0 37 28.11 NA NA 
QQQ 2 0 39 28.11 NA NA 
QQQ 3 0 33 28.11 NA NA 
QQQ 4 0 35 28.11 NA NA 
QQQ 5 0 31 28.11 NA NA 
QQQ 6 0 37 28.11 NA NA 
QQQ 7 0 41 28.11 NA NA 
QQQ 0 1 30 28.11 NA NA 
QQQ 1 1 29 28.11 NA NA 
QQQ 2 1 27 28.11 NA NA 
QQQ 3 1 31 28.11 NA NA 
QQQ 4 1 31 28.11 NA NA 
QQQ 5 1 24 28.11 NA NA 
QQQ 6 1 29 28.11 NA NA 
QQQ 7 1 22 28.11 NA NA 
QQQ 0 0 40 28.21 NA NA 
QQQ 1 0 37 28.21 NA NA 
QQQ 2 0 40 28.21 NA NA 
QQQ 3 0 34 28.21 NA NA 
QQQ 4 0 35 28.21 NA NA 
QQQ 5 0 31 28.21 NA NA 
QQQ 6 0 37 28.21 NA NA 
QQQ 7 0 41 28.21 NA NA 
QQQ 0 1 30 28.21 NA NA 
QQQ 1 1 30 28.21 NA NA 
QQQ 2 1 26 28.21 NA NA 
QQQ 3 1 31 28.21 NA NA 
QQQ 4 1 30 28.21 NA NA 
QQQ 5 1 24 28.21 NA NA 
QQQ 6 1 29 28.21 NA NA 
QQQ 7 1 22 28.21 NA NA 
QQQ 0 0 40 28.31 NA NA 
QQQ 1 0 37 28.31 NA NA 
QQQ 2 0 39 28.31 NA NA 
QQQ 3 0 33 28.31 NA NA 
QQQ 4 0 35 28.31 NA NA 
QQQ 5 0 31 28.31 NA NA 
QQQ 6 0 37 28.31 NA NA 
QQQ 7 0 41 28.31 NA NA 
QQQ 0 1 30 28.31 NA NA 
QQQ 1 1 30 28.31 NA NA 
QQQ 2 1 26 28.31 NA NA 
QQQ 3 1 32 28.31 NA NA 
QQQ 4 1 31 28.31 NA NA 
QQQ 5 1 24 28.31 NA NA 
QQQ 6 1 29 28.31 NA NA 
QQQ 7 1 22 28.31 NA NA 
QQQ 0 0 40 28.41 NA NA 
QQQ 1 0 37 28.41 NA NA 
QQQ 2 0 40 28.41 NA NA 
QQQ 3 0 33 28.41 NA NA 
QQQ 4 0 35 28.41 NA NA 
QQQ 5 0 31 28.41 NA NA 
QQQ 6 0 37 28.41 NA NA 
QQQ 7 0 41 28.41 NA NA 
QQQ 0 1 30 28.41 NA NA 
QQQ 1 1 30 28.41 NA NA 
QQQ 2 1 26 28.41 NA NA 
QQQ 3 1 32 28.41 NA NA 
QQQ 4 1 30 28.41 NA NA 
QQQ 5 1 24 28.41 NA NA 
QQQ 6 1 28 28.41 NA NA 
QQQ 7 1 22 28.41 NA NA 
QQQ 0 0 41 28.51 NA NA 
QQQ 1 0 37 28.51 NA NA 
QQQ 2 0 39 28.51 NA NA 
QQQ 3 0 32 28.51 NA NA 
QQQ 4 0 34 28.51 NA NA 
QQQ 5 0 31 28.51 NA NA 
QQQ 6 0 37 28.51 NA NA 
QQQ 7 0 41 28.51 NA NA 
QQQ 0 1 30 28.51 NA NA 
QQQ 1 1 30 28.51 NA NA 
QQQ 2 1 27 28.51 NA NA 
QQQ 3 1 31 28.51 NA NA 
QQQ 4 1 30 28.51 NA NA 
QQQ 5 1 24 28.51 NA NA 
QQQ 6 1 29 28.51 NA NA 
QQQ 7 1 21 28.51 NA NA 
QQQ 0 0 40 28.61 NA NA 
QQQ 1 0 37 28.61 NA NA 
QQQ 2 0 39 28.61 NA NA 
QQQ 3 0 33 28.61 NA NA 
QQQ 4 0 35 28.61 NA NA 
QQQ 5 0 31 28.61 NA NA 
QQQ 6 0 37 28.61 NA NA 
QQQ 7 0 41 28.61 NA NA 
QQQ 0 1 30 28.61 NA NA 
QQQ 1 1 29 28.61 NA NA 
QQQ 2 1 27 28.61 NA NA 
QQQ 3 1 31 28.61 NA NA 
QQQ 4 1 30 28.61 NA NA 
QQQ 5 1 24 28.61 NA NA 
QQQ 6 1 29 28.61 NA NA 
QQQ 7 1 22 28.61 NA NA 
QQQ 0 0 40 28.71 NA NA 
QQQ 1 0 37 28.71 NA NA 
QQQ 2 0 39 28.71 NA NA 
QQQ 3 0 33 28.71 NA NA 
QQQ 4 0 35 28.71 NA NA 
QQQ 5 0 31 28.71 NA NA 
QQQ 6 0 37 28.71 NA NA 
QQQ 7 0 40 28.71 NA NA 
QQQ 0 1 30 28.71 NA NA 
QQQ 1 1 30 28.71 NA NA 
QQQ 2 1 27 28.71 NA NA 
QQQ 3 1 32 28.71 NA NA 
QQQ 4 1 31 28.71 NA NA 
QQQ 5 1 24 28.71 NA NA 
QQQ 6 1 28 28.71 NA NA 
QQQ 7 1 22 28.71 NA NA 
QQQ 0 0 41 28.81 NA NA 
QQQ 1 0 37 28.81 NA NA 
QQQ 2 0 39 28.81 NA NA 
QQQ 3 0 33 28.82 NA NA 
QQQ 4 0 35 28.82 NA NA 
QQQ 5 0 31 28.82 NA NA 
QQQ 6 0 37 28.82 NA NA 
QQQ 7 0 40 28.82 NA NA 
QQQ 0 1 30 28.82 NA NA 
QQQ 1 1 30 28.82 NA NA 
QQQ 2 1 27 28.82 NA NA 
QQQ 3 1 32 28.82 NA NA 
QQQ 4 1 30 28.82 NA NA 
QQQ 5 1 25 28.82 NA NA 
QQQ 6 1 28 28.82 NA NA 
QQQ 7 1 22 28.82 NA NA 
QQQ 0 0 40 28.92 NA NA 
QQQ 1 0 37 28.92 NA NA 
QQQ 2 0 40 28.92 NA NA 
QQQ 3 0 34 28.92 NA NA 
QQQ 4 0 35 28.92 NA NA 
QQQ 5 0 31 28.92 NA NA 
QQQ 6 0 36 28.92 NA NA 
QQQ 7 0 41 28.92 NA NA 
QQQ 0 1 30 28.92 NA NA 
QQQ 1 1 30 28.92 NA NA 
QQQ 2 1 26 28.92 NA NA 
QQQ 3 1 31 28.92 NA NA 
QQQ 4 1 30 28.92 NA NA 
QQQ 5 1 24 28.92 NA NA 
QQQ 6 1 28 28.92 NA NA 
QQQ 7 1 21 28.92 NA NA 
QQQ 0 0 40 29.02 NA NA 
QQQ 1 0 37 29.02 NA NA 
QQQ 2 0 39 29.02 NA NA 
QQQ 3 0 34 29.02 NA NA 
QQQ 4 0 34 29.02 NA NA 
QQQ 5 0 31 29.02 NA NA 
QQQ 6 0 37 29.02 NA NA 
QQQ 7 0 41 29.02 NA NA 
QQQ 0 1 30 29.02 NA NA 
QQQ 1 1 31 29.02 NA NA 
QQQ 2 1 27 29.02 NA NA 
QQQ 3 1 30 29.02 NA NA 
QQQ 4 1 31 29.02 NA NA 
QQQ 5 1 24 29.02 NA NA 
QQQ 6 1 28 29.02 NA NA 
QQQ 7 1 20 29.02 NA NA 
QQQ 0 0 40 29.12 NA NA 
QQQ 1 0 37 29.12 NA NA 
QQQ 2 0 39 29.12 NA NA 
QQQ 3 0 33 29.12 NA NA 
QQQ 4 0 35 29.12 NA NA 
QQQ 5 0 31 29.12 NA NA 
QQQ 6 0 37 29.12 NA NA 
QQQ 7 0 40 29.12 NA NA 
QQQ 0 1 31 29.12 NA NA 
QQQ 1 1 30 29.12 NA NA 
QQQ 2 1 27 29.12 NA NA 
QQQ 3 1 31 29.12 NA NA 
QQQ 4 1 31 29.12 NA NA 
QQQ 5 1 24 29.12 NA NA 
QQQ 6 1 28 29.12 NA NA 
QQQ 7 1 21 29.12 NA NA 
QQQ 0 0 40 29.22 NA NA 
QQQ 1 0 37 29.22 NA NA 
QQQ 2 0 39 29.22 NA NA 
QQQ 3 0 34 29.22 NA NA 
QQQ 4 0 35 29.22 NA NA 
QQQ 5 0 31 29.22 NA NA 
QQQ 6 0 37 29.22 NA NA 
QQQ 7 0 41 29.22 NA NA 
QQQ 0 1 31 29.22 NA NA 
QQQ 1 1 29 29.22 NA NA 
QQQ 2 1 27 29.22 NA NA 
QQQ 3 1 32 29.22 NA NA 
QQQ 4 1 30 29.22 NA NA 
QQQ 5 1 25 29.22 NA NA 
QQQ 6 1 28 29.22 NA NA 
QQQ 7 1 21 29.22 NA NA 
QQQ 0 0 40 29.32 NA NA 
QQQ 1 0 38 29.32 NA NA 
QQQ 2 0 39 29.32 NA NA 
QQQ 3 0 34 29.32 NA NA 
QQQ 4 0 34 29.32 NA NA 
QQQ 5 0 31 29.32 NA NA 
QQQ 6 0 38 29.32 NA NA 
QQQ 7 0 41 29.32 NA NA 
QQQ 0 1 31 29.32 NA NA 
QQQ 1 1 30 29.32 NA NA 
QQQ 2 1 27 29.32 NA NA 
QQQ 3 1 32 29.32 NA NA 
QQQ 4 1 30 29.32 NA NA 
QQQ 5 1 25 29.32 NA NA 
QQQ 6 1 28 29.32 NA NA 
QQQ 7 1 21 29.32 NA NA 
QQQ 0 0 40 29.42 NA NA 
QQQ 1 0 37 29.42 NA NA 
QQQ 2 0 39 29.42 NA NA 
QQQ 3 0 33 29.42 NA NA 
QQQ 4 0 35 29.42 NA NA 
QQQ 5 0 31 29.42 NA NA 
QQQ 6 0 37 29.42 NA NA 
QQQ 7 0 41 29.42 NA NA 
QQQ 0 1 30 29.42 NA NA 
QQQ 1 1 30 29.42 NA NA 
QQQ 2 1 27 29.42 NA NA 
QQQ 3 1 32 29.42 NA NA 
QQQ 4 1 31 29.42 NA NA 
QQQ 5 1 25 29.42 NA NA 
QQQ 6 1 28 29.42 NA NA 
QQQ 7 1 21 29.42 NA NA 
QQQ 0 0 40 29.52 NA NA 
QQQ 1 0 37 29.52 NA NA 
QQQ 2 0 39 29.52 NA NA 
QQQ 3 0 33 29.52 NA NA 
QQQ 4 0 35 29.52 NA NA 
QQQ 5 0 31 29.52 NA NA 
QQQ 6 0 38 29.52 NA NA 
QQQ 7 0 40 29.52 NA NA 
QQQ 0 1 31 29.52 NA NA 
QQQ 1 1 29 29.52 NA NA 
QQQ 2 1 27 29.52 NA NA 
QQQ 3 1 32 29.52 NA NA 
QQQ 4 1 31 29.52 NA NA 
QQQ 5 1 25 29.52 NA NA 
QQQ 6 1 28 29.52 NA NA 
QQQ 7 1 21 29.52 NA NA 
QQQ 0 0 40 29.62 NA NA 
QQQ 1 0 37 29.62 NA NA 
QQQ 2 0 39 29.62 NA NA 
QQQ 3 0 34 29.62 NA NA 
QQQ 4 0 35 29.62 NA NA 
QQQ 5 0 31 29.62 NA NA 
QQQ 6 0 37 29.62 NA NA 
QQQ 7 0 41 29.62 NA NA 
QQQ 0 1 31 29.62 NA NA 
QQQ 1 1 29 29.62 NA NA 
QQQ 2 1 27 29.62 NA NA 
QQQ 3 1 31 29.62 NA NA 
QQQ 4 1 30 29.62 NA NA 
QQQ 5 1 24 29.62 NA NA 
QQQ 6 1 28 29.62 NA NA 
QQQ 7 1 21 29.62 NA NA 
QQQ 0 0 40 29.72 NA NA 
QQQ 1 0 37 29.72 NA NA 
QQQ 2 0 39 29.72 NA NA 
QQQ 3 0 34 29.72 NA NA 
QQQ 4 0 35 29.72 NA NA 
QQQ 5 0 31 29.72 NA NA 
QQQ 6 0 37 29.72 NA NA 
QQQ 7 0 41 29.72 NA NA 
QQQ 0 1 30 29.72 NA NA 
QQQ 1 1 30 29.72 NA NA 
QQQ 2 1 27 29.72 NA NA 
QQQ 3 1 32 29.72 NA NA 
QQQ 4 1 31 29.72 NA NA 
QQQ 5 1 24 29.72 NA NA 
QQQ 6 1 28 29.72 NA NA 
QQQ 7 1 21 29.72 NA NA 
QQQ 0 0 40 29.82 NA NA 
QQQ 1 0 37 29.82 NA NA 
QQQ 2 0 40 29.82 NA NA 
QQQ 3 0 33 29.82 NA NA 
QQQ 4 0 35 29.82 NA NA 
QQQ 5 0 31 29.82 NA NA 
QQQ 6 0 37 29.82 NA NA 
QQQ 7 0 40 29.82 NA NA 
QQQ 0 1 30 29.82 NA NA 
QQQ 1 1 30 29.82 NA NA 
QQQ 2 1 27 29.82 NA NA 
QQQ 3 1 32 29.82 NA NA 
QQQ 4 1 30 29.82 NA NA 
QQQ 5 1 24 29.82 NA NA 
QQQ 6 1 28 29.82 NA NA 
QQQ 7 1 21 29.82 NA NA 
QQQ 0 0 40 29.92 NA NA 
QQQ 1 0 37 29.92 NA NA 
QQQ 2 0 39 29.92 NA NA 
QQQ 3 0 34 29.92 NA NA 
QQQ 4 0 35 29.92 NA NA 
QQQ 5 0 31 29.92 NA NA 
QQQ 6 0 37 29.92 NA NA 
QQQ 7 0 41 29.92 NA NA 
QQQ 0 1 30 29.92 NA NA 
QQQ 1 1 30 29.92 NA NA 
QQQ 2 1 27 29.92 NA NA 
QQQ 3 1 32 29.92 NA NA 
QQQ 4 1 30 29.92 NA NA 
QQQ 5 1 24 29.92 NA NA 
QQQ 6 1 27 29.92 NA NA 
QQQ 7 1 21 29.92 NA NA 
QQQ 0 0 40 30.02 NA NA 
QQQ 1 0 37 30.02 NA NA 
QQQ 2 0 39 30.02 NA NA 
QQQ 3 0 34 30.02 NA NA 
QQQ 4 0 35 30.02 NA NA 
QQQ 5 0 31 30.02 NA NA 
QQQ 6 0 37 30.02 NA NA 
QQQ 7 0 41 30.02 NA NA 
QQQ 0 1 30 30.02 NA NA 
QQQ 1 1 31 30.02 NA NA 
QQQ 2 1 27 30.02 NA NA 
QQQ 3 1 32 30.02 NA NA 
QQQ 4 1 30 30.02 NA NA 
QQQ 5 1 25 30.02 NA NA 
QQQ 6 1 27 30.03 NA NA 
QQQ 7 1 20 30.03 NA NA 
QQQ 0 0 40 30.13 NA NA 
QQQ 1 0 38 30.13 NA NA 
QQQ 2 0 39 30.13 NA NA 
QQQ 3 0 34 30.13 NA NA 
QQQ 4 0 36 30.13 NA NA 
QQQ 5 0 30 30.13 NA NA 
QQQ 6 0 37 30.13 NA NA 
QQQ 7 0 41 30.13 NA NA 
QQQ 0 1 30 30.13 NA NA 
QQQ 1 1 30 30.13 NA NA 
QQQ 2 1 27 30.13 NA NA 
QQQ 3 1 31 30.13 NA NA 
QQQ 4 1 30 30.13 NA NA 
QQQ 5 1 25 30.13 NA NA 
QQQ 6 1 29 30.13 NA NA 
QQQ 7 1 21 30.13 NA NA 
QQQ 0 0 39 30.23 NA NA 
QQQ 1 0 37 30.23 NA NA 
QQQ 2 0 39 30.23 NA NA 
QQQ 3 0 34 30.23 NA NA 
QQQ 4 0 34 30.23 NA NA 
QQQ 5 0 31 30.23 NA NA 
QQQ 6 0 37 30.23 NA NA 
QQQ 7 0 41 30.23 NA NA 
QQQ 0 1 30 30.23 NA NA 
QQQ 1 1 30 30.23 NA NA 
QQQ 2 1 27 30.23 NA NA 
QQQ 3 1 32 30.23 NA NA 
QQQ 4 1 31 30.23 NA NA 
QQQ 5 1 24 30.23 NA NA 
QQQ 6 1 28 30.23 NA NA 
QQQ 7 1 21 30.23 NA NA 
QQQ 0 0 40 30.33 NA NA 
QQQ 1 0 37 30.33 NA NA 
QQQ 2 0 39 30.33 NA NA 
QQQ 3 0 33 30.33 NA NA 
QQQ 4 0 34 30.33 NA NA 
QQQ 5 0 30 30.33 NA NA 
QQQ 6 0 38 30.33 NA NA 
QQQ 7 0 40 30.33 NA NA 
QQQ 0 1 30 30.33 NA NA 
QQQ 1 1 31 30.33 NA NA 
QQQ 2 1 27 30.33 NA NA 
QQQ 3 1 32 30.33 NA NA 
QQQ 4 1 31 30.33 NA NA 
QQQ 5 1 24 30.33 NA NA 
QQQ 6 1 28 30.33 NA NA 
QQQ 7 1 21 30.33 NA NA 
QQQ 0 0 40 30.43 NA NA 
QQQ 1 0 37 30.43 NA NA 
QQQ 2 0 39 30.43 NA NA 
QQQ 3 0 33 30.43 NA NA 
QQQ 4 0 35 30.43 NA NA 
QQQ 5 0 30 30.43 NA NA 
QQQ 6 0 37 30.43 NA NA 
QQQ 7 0 41 30.43 NA NA 
QQQ 0 1 30 30.43 NA NA 
QQQ 1 1 30 30.43 NA NA 
QQQ 2 1 27 30.43 NA NA 
QQQ 3 1 32 30.43 NA NA 
QQQ 4 1 31 30.43 NA NA 
QQQ 5 1 24 30.43 NA NA 
QQQ 6 1 28 30.43 NA NA 
QQQ 7 1 20 30.43 NA NA 
QQQ 0 0 40 30.53 NA NA 
QQQ 1 0 37 30.53 NA NA 
QQQ 2 0 39 30.53 NA NA 
QQQ 3 0 33 30.53 NA NA 
QQQ 4 0 35 30.53 NA NA 
QQQ 5 0 31 30.53 NA NA 
QQQ 6 0 37 30.53 NA NA 
QQQ 7 0 40 30.53 NA NA 
QQQ 0 1 30 30.53 NA NA 
QQQ 1 1 30 30.53 NA NA 
QQQ 2 1 27 30.53 NA NA 
QQQ 3 1 31 30.53 NA NA 
QQQ 4 1 31 30.53 NA NA 
QQQ 5 1 24 30.53 NA NA 
QQQ 6 1 28 30.53 NA NA 
QQQ 7 1 22 30.53 NA NA 
QQQ 0 0 40 30.63 NA NA 
QQQ 1 0 37 30.63 NA NA 
QQQ 2 0 39 30.63 NA NA 
QQQ 3 0 34 30.63 NA NA 
QQQ 4 0 36 30.63 NA NA 
QQQ 5 0 31 30.63 NA NA 
QQQ 6 0 37 30.63 NA NA 
QQQ 7 0 41 30.63 NA NA 
QQQ 0 1 30 30.63 NA NA 
QQQ 1 1 30 30.63 NA NA 
QQQ 2 1 27 30.63 NA NA 
QQQ 3 1 32 30.63 NA NA 
QQQ 4 1 31 30.63 NA NA 
QQQ 5 1 24 30.63 NA NA 
QQQ 6 1 29 30.63 NA NA 
QQQ 7 1 21 30.63 NA NA 
QQQ 0 0 41 30.73 NA NA 
QQQ 1 0 38 30.73 NA NA 
QQQ 2 0 40 30.73 NA NA 
QQQ 3 0 33 30.73 NA NA 
QQQ 4 0 36 30.73 NA NA 
QQQ 5 0 32 30.73 NA NA 
QQQ 6 0 37 30.73 NA NA 
QQQ 7 0 41 30.73 NA NA 
QQQ 0 1 30 30.73 NA NA 
QQQ 1 1 30 30.73 NA NA 
QQQ 2 1 27 30.73 NA NA 
QQQ 3 1 32 30.73 NA NA 
QQQ 4 1 30 30.73 NA NA 
QQQ 5 1 24 30.73 NA NA 
QQQ 6 1 29 30.73 NA NA 
QQQ 7 1 21 30.73 NA NA 
QQQ 0 0 40 30.83 NA NA 
QQQ 1 0 38 30.83 NA NA 
QQQ 2 0 39 30.83 NA NA 
QQQ 3 0 35 30.83 NA NA 
QQQ 4 0 35 30.83 NA NA 
QQQ 5 0 31 30.83 NA NA 
QQQ 6 0 37 30.83 NA NA 
QQQ 7 0 40 30.83 NA NA 
QQQ 0 1 30 30.83 NA NA 
QQQ 1 1 30 30.83 NA NA 
QQQ 2 1 27 30.83 NA NA 
QQQ 3 1 32 30.83 NA NA 
QQQ 4 1 31 30.83 NA NA 
QQQ 5 1 24 30.83 NA NA 
QQQ 6 1 28 30.83 NA NA 
QQQ 7 1 21 30.83 NA NA 
QQQ 0 0 40 30.93 NA NA 
QQQ 1 0 37 30.93 NA NA 
QQQ 2 0 39 30.93 NA NA 
QQQ 3 0 33 30.93 NA NA 
QQQ 4 0 35 30.93 NA NA 
QQQ 5 0 32 30.93 NA NA 
QQQ 6 0 37 30.93 NA NA 
QQQ 7 0 41 30.93 NA NA 
QQQ 0 1 30 30.93 NA NA 
QQQ 1 1 30 30.93 NA NA 
QQQ 2 1 27 30.93 NA NA 
QQQ 3 1 32 30.93 NA NA 
QQQ 4 1 30 30.93 NA NA 
QQQ 5 1 25 30.93 NA NA 
QQQ 6 1 28 30.93 NA NA 
QQQ 7 1 21 30.93 NA NA 
QQQ 0 0 40 31.03 NA NA 
QQQ 1 0 37 31.03 NA NA 
QQQ 2 0 39 31.03 NA NA 
QQQ 3 0 33 31.03 NA NA 
QQQ 4 0 35 31.03 NA NA 
QQQ 5 0 32 31.03 NA NA 
QQQ 6 0 37 31.03 NA NA 
QQQ 7 0 41 31.03 NA NA 
QQQ 0 1 30 31.03 NA NA 
QQQ 1 1 30 31.03 NA NA 
QQQ 2 1 27 31.03 NA NA 
QQQ 3 1 32 31.03 NA NA 
QQQ 4 1 31 31.03 NA NA 
QQQ 5 1 25 31.03 NA NA 
QQQ 6 1 28 31.03 NA NA 
QQQ 7 1 21 31.03 NA NA 
QQQ 0 0 40 31.13 NA NA 
QQQ 1 0 38 31.13 NA NA 
QQQ 2 0 39 31.13 NA NA 
QQQ 3 0 33 31.13 NA NA 
QQQ 4 0 35 31.13 NA NA 
QQQ 5 0 31 31.13 NA NA 
QQQ 6 0 37 31.13 NA NA 
QQQ 7 0 41 31.13 NA NA 
QQQ 0 1 30 31.13 NA NA 
QQQ 1 1 29 31.13 NA NA 
QQQ 2 1 26 31.13 NA NA 
QQQ 3 1 33 31.13 NA NA 
QQQ 4 1 31 31.13 NA NA 
QQQ 5 1 24 31.13 NA NA 
QQQ 6 1 29 31.13 NA NA 
QQQ 7 1 22 31.13 NA NA 
QQQ 0 0 40 31.23 NA NA 
QQQ 1 0 37 31.23 NA NA 
QQQ 2 0 39 31.23 NA NA 
QQQ 3 0 33 31.23 NA NA 
QQQ 4 0 35 31.23 NA NA 
QQQ 5 0 31 31.23 NA NA 
QQQ 6 0 37 31.23 NA NA 
QQQ 7 0 41 31.23 NA NA 
QQQ 0 1 30 31.23 NA NA 
QQQ 1 1 30 31.23 NA NA 
QQQ 2 1 27 31.23 NA NA 
QQQ 3 1 31 31.23 NA NA 
QQQ 4 1 31 31.23 NA NA 
QQQ 5 1 25 31.23 NA NA 
QQQ 6 1 28 31.23 NA NA 
QQQ 7 1 21 31.23 NA NA 
QQQ 0 0 40 31.33 NA NA 
QQQ 1 0 37 31.33 NA NA 
QQQ 2 0 40 31.33 NA NA 
QQQ 3 0 34 31.33 NA NA 
QQQ 4 0 35 31.33 NA NA 
QQQ 5 0 31 31.33 NA NA 
QQQ 6 0 36 31.33 NA NA 
QQQ 7 0 41 31.33 NA NA 
QQQ 0 1 30 31.33 NA NA 
QQQ 1 1 30 31.33 NA NA 
QQQ 2 1 27 31.33 NA NA 
QQQ 3 1 31 31.33 NA NA 
QQQ 4 1 31 31.33 NA NA 
QQQ 5 1 24 31.33 NA NA 
QQQ 6 1 29 31.33 NA NA 
QQQ 7 1 22 31.33 NA NA 
QQQ 0 0 40 31.43 NA NA 
QQQ 1 0 37 31.43 NA NA 
QQQ 2 0 38 31.43 NA NA 
QQQ 3 0 34 31.43 NA NA 
QQQ 4 0 35 31.43 NA NA 
QQQ 5 0 31 31.43 NA NA 
QQQ 6 0 37 31.43 NA NA 
QQQ 7 0 41 31.44 NA NA 
QQQ 0 1 30 31.44 NA NA 
QQQ 1 1 29 31.44 NA NA 
QQQ 2 1 27 31.44 NA NA 
QQQ 3 1 31 31.44 NA NA 
QQQ 4 1 30 31.44 NA NA 
QQQ 5 1 25 31.44 NA NA 
QQQ 6 1 28 31.44 NA NA 
QQQ 7 1 21 31.44 NA NA 
QQQ 0 0 40 31.54 NA NA 
QQQ 1 0 38 31.54 NA NA 
QQQ 2 0 40 31.54 NA NA 
QQQ 3 0 33 31.54 NA NA 
QQQ 4 0 35 31.54 NA NA 
QQQ 5 0 31 31.54 NA NA 
QQQ 6 0 38 31.54 NA NA 
QQQ 7 0 41 31.54 NA NA 
QQQ 0 1 30 31.54 NA NA 
QQQ 1 1 30 31.54 NA NA 
QQQ 2 1 27 31.54 NA NA 
QQQ 3 1 32 31.54 NA NA 
QQQ 4 1 30 31.54 NA NA 
QQQ 5 1 25 31.54 NA NA 
QQQ 6 1 29 31.54 NA NA 
QQQ 7 1 21 31.54 NA NA 
QQQ 0 0 40 31.64 NA NA 
QQQ 1 0 37 31.64 NA NA 
QQQ 2 0 39 31.64 NA NA 
QQQ 3 0 33 31.64 NA NA 
QQQ 4 0 35 31.64 NA NA 
QQQ 5 0 31 31.64 NA NA 
QQQ 6 0 37 31.64 NA NA 
QQQ 7 0 40 31.64 NA NA 
QQQ 0 1 30 31.64 NA NA 
QQQ 1 1 29 31.64 NA NA 
QQQ 2 1 26 31.64 NA NA 
QQQ 3 1 31 31.64 NA NA 
QQQ 4 1 30 31.64 NA NA 
QQQ 5 1 25 31.64 NA NA 
QQQ 6 1 29 31.64 NA NA 
QQQ 7 1 21 31.64 NA NA 
QQQ 0 0 40 31.74 NA NA 
QQQ 1 0 37 31.74 NA NA 
QQQ 2 0 39 31.74 NA NA 
QQQ 3 0 34 31.74 NA NA 
QQQ 4 0 35 31.74 NA NA 
QQQ 5 0 31 31.74 NA NA 
