Q core socket tempC time pkg_watts dram_watts
QQQ 3 1 32 78.99 NA NA 
QQQ 4 1 30 78.99 NA NA 
QQQ 5 1 25 78.99 NA NA 
QQQ 6 1 28 78.99 NA NA 
QQQ 7 1 21 78.99 NA NA 
QQQ 0 0 42 79.09 NA NA 
QQQ 1 0 39 79.09 NA NA 
QQQ 2 0 41 79.09 NA NA 
QQQ 3 0 36 79.09 NA NA 
QQQ 4 0 37 79.09 NA NA 
QQQ 5 0 32 79.09 NA NA 
QQQ 6 0 38 79.09 NA NA 
QQQ 7 0 43 79.09 NA NA 
QQQ 0 1 30 79.09 NA NA 
QQQ 1 1 30 79.09 NA NA 
QQQ 2 1 27 79.09 NA NA 
QQQ 3 1 31 79.09 NA NA 
QQQ 4 1 30 79.09 NA NA 
QQQ 5 1 25 79.09 NA NA 
QQQ 6 1 29 79.09 NA NA 
QQQ 7 1 22 79.09 NA NA 
QQQ 0 0 42 79.19 NA NA 
QQQ 1 0 39 79.19 NA NA 
QQQ 2 0 42 79.19 NA NA 
QQQ 3 0 36 79.19 NA NA 
QQQ 4 0 37 79.19 NA NA 
QQQ 5 0 32 79.19 NA NA 
QQQ 6 0 39 79.19 NA NA 
QQQ 7 0 43 79.19 NA NA 
QQQ 0 1 30 79.19 NA NA 
QQQ 1 1 29 79.19 NA NA 
QQQ 2 1 27 79.19 NA NA 
QQQ 3 1 31 79.19 NA NA 
QQQ 4 1 31 79.19 NA NA 
QQQ 5 1 25 79.19 NA NA 
QQQ 6 1 28 79.19 NA NA 
QQQ 7 1 22 79.19 NA NA 
QQQ 0 0 42 79.29 NA NA 
QQQ 1 0 39 79.29 NA NA 
QQQ 2 0 42 79.29 NA NA 
QQQ 3 0 36 79.29 NA NA 
QQQ 4 0 37 79.29 NA NA 
QQQ 5 0 33 79.29 NA NA 
QQQ 6 0 38 79.29 NA NA 
QQQ 7 0 43 79.29 NA NA 
QQQ 0 1 30 79.29 NA NA 
QQQ 1 1 29 79.29 NA NA 
QQQ 2 1 27 79.29 NA NA 
QQQ 3 1 32 79.29 NA NA 
QQQ 4 1 30 79.29 NA NA 
QQQ 5 1 25 79.29 NA NA 
QQQ 6 1 29 79.29 NA NA 
QQQ 7 1 22 79.29 NA NA 
QQQ 0 0 42 79.39 NA NA 
QQQ 1 0 39 79.39 NA NA 
QQQ 2 0 41 79.39 NA NA 
QQQ 3 0 36 79.39 NA NA 
QQQ 4 0 37 79.39 NA NA 
QQQ 5 0 33 79.39 NA NA 
QQQ 6 0 39 79.39 NA NA 
QQQ 7 0 43 79.39 NA NA 
QQQ 0 1 30 79.39 NA NA 
QQQ 1 1 29 79.40 NA NA 
QQQ 2 1 27 79.40 NA NA 
QQQ 3 1 32 79.40 NA NA 
QQQ 4 1 31 79.40 NA NA 
QQQ 5 1 25 79.40 NA NA 
QQQ 6 1 28 79.40 NA NA 
QQQ 7 1 21 79.40 NA NA 
QQQ 0 0 43 79.50 NA NA 
QQQ 1 0 39 79.50 NA NA 
QQQ 2 0 41 79.50 NA NA 
QQQ 3 0 36 79.50 NA NA 
QQQ 4 0 37 79.50 NA NA 
QQQ 5 0 33 79.50 NA NA 
QQQ 6 0 38 79.50 NA NA 
QQQ 7 0 44 79.50 NA NA 
QQQ 0 1 30 79.50 NA NA 
QQQ 1 1 29 79.50 NA NA 
QQQ 2 1 27 79.50 NA NA 
QQQ 3 1 32 79.50 NA NA 
QQQ 4 1 31 79.50 NA NA 
QQQ 5 1 25 79.50 NA NA 
QQQ 6 1 29 79.50 NA NA 
QQQ 7 1 21 79.50 NA NA 
QQQ 0 0 42 79.60 NA NA 
QQQ 1 0 39 79.60 NA NA 
QQQ 2 0 43 79.60 NA NA 
QQQ 3 0 36 79.60 NA NA 
QQQ 4 0 37 79.60 NA NA 
QQQ 5 0 33 79.60 NA NA 
QQQ 6 0 38 79.60 NA NA 
QQQ 7 0 43 79.60 NA NA 
QQQ 0 1 30 79.60 NA NA 
QQQ 1 1 30 79.60 NA NA 
QQQ 2 1 27 79.60 NA NA 
QQQ 3 1 31 79.60 NA NA 
QQQ 4 1 30 79.60 NA NA 
QQQ 5 1 25 79.60 NA NA 
QQQ 6 1 28 79.60 NA NA 
QQQ 7 1 22 79.60 NA NA 
QQQ 0 0 43 79.70 NA NA 
QQQ 1 0 39 79.70 NA NA 
QQQ 2 0 42 79.70 NA NA 
QQQ 3 0 36 79.70 NA NA 
QQQ 4 0 38 79.70 NA NA 
QQQ 5 0 33 79.70 NA NA 
QQQ 6 0 38 79.70 NA NA 
QQQ 7 0 43 79.70 NA NA 
QQQ 0 1 30 79.70 NA NA 
QQQ 1 1 29 79.70 NA NA 
QQQ 2 1 27 79.70 NA NA 
QQQ 3 1 32 79.70 NA NA 
QQQ 4 1 31 79.70 NA NA 
QQQ 5 1 25 79.70 NA NA 
QQQ 6 1 28 79.70 NA NA 
QQQ 7 1 22 79.70 NA NA 
QQQ 0 0 43 79.80 NA NA 
QQQ 1 0 39 79.80 NA NA 
QQQ 2 0 42 79.80 NA NA 
QQQ 3 0 36 79.80 NA NA 
QQQ 4 0 37 79.80 NA NA 
QQQ 5 0 33 79.80 NA NA 
QQQ 6 0 38 79.80 NA NA 
QQQ 7 0 43 79.80 NA NA 
QQQ 0 1 31 79.80 NA NA 
QQQ 1 1 29 79.80 NA NA 
QQQ 2 1 28 79.80 NA NA 
QQQ 3 1 32 79.80 NA NA 
QQQ 4 1 30 79.80 NA NA 
QQQ 5 1 25 79.80 NA NA 
QQQ 6 1 28 79.80 NA NA 
QQQ 7 1 22 79.80 NA NA 
QQQ 0 0 42 79.90 NA NA 
QQQ 1 0 39 79.90 NA NA 
QQQ 2 0 42 79.90 NA NA 
QQQ 3 0 35 79.90 NA NA 
QQQ 4 0 37 79.90 NA NA 
QQQ 5 0 32 79.90 NA NA 
QQQ 6 0 39 79.90 NA NA 
QQQ 7 0 43 79.90 NA NA 
QQQ 0 1 30 79.90 NA NA 
QQQ 1 1 29 79.90 NA NA 
QQQ 2 1 27 79.90 NA NA 
QQQ 3 1 31 79.90 NA NA 
QQQ 4 1 31 79.90 NA NA 
QQQ 5 1 24 79.90 NA NA 
QQQ 6 1 28 79.90 NA NA 
QQQ 7 1 22 79.90 NA NA 
QQQ 0 0 42 80.00 NA NA 
QQQ 1 0 39 80.00 NA NA 
QQQ 2 0 42 80.00 NA NA 
QQQ 3 0 36 80.00 NA NA 
QQQ 4 0 37 80.00 NA NA 
QQQ 5 0 33 80.00 NA NA 
QQQ 6 0 38 80.00 NA NA 
QQQ 7 0 43 80.00 NA NA 
QQQ 0 1 30 80.00 NA NA 
QQQ 1 1 29 80.00 NA NA 
QQQ 2 1 27 80.00 NA NA 
QQQ 3 1 31 80.00 NA NA 
QQQ 4 1 30 80.00 NA NA 
QQQ 5 1 25 80.00 NA NA 
QQQ 6 1 28 80.00 NA NA 
QQQ 7 1 22 80.00 NA NA 
QQQ 0 0 43 80.10 NA NA 
QQQ 1 0 39 80.10 NA NA 
QQQ 2 0 43 80.10 NA NA 
QQQ 3 0 35 80.10 NA NA 
QQQ 4 0 37 80.10 NA NA 
QQQ 5 0 33 80.10 NA NA 
QQQ 6 0 38 80.10 NA NA 
QQQ 7 0 43 80.10 NA NA 
QQQ 0 1 30 80.10 NA NA 
QQQ 1 1 29 80.10 NA NA 
QQQ 2 1 28 80.10 NA NA 
QQQ 3 1 32 80.10 NA NA 
QQQ 4 1 31 80.10 NA NA 
QQQ 5 1 25 80.10 NA NA 
QQQ 6 1 28 80.10 NA NA 
QQQ 7 1 22 80.10 NA NA 
QQQ 0 0 43 80.20 NA NA 
QQQ 1 0 39 80.20 NA NA 
QQQ 2 0 43 80.20 NA NA 
QQQ 3 0 36 80.20 NA NA 
QQQ 4 0 37 80.20 NA NA 
QQQ 5 0 33 80.20 NA NA 
QQQ 6 0 38 80.20 NA NA 
QQQ 7 0 43 80.20 NA NA 
QQQ 0 1 30 80.20 NA NA 
QQQ 1 1 30 80.20 NA NA 
QQQ 2 1 27 80.20 NA NA 
QQQ 3 1 32 80.20 NA NA 
QQQ 4 1 30 80.20 NA NA 
QQQ 5 1 26 80.20 NA NA 
QQQ 6 1 29 80.20 NA NA 
QQQ 7 1 22 80.20 NA NA 
QQQ 0 0 42 80.30 NA NA 
QQQ 1 0 39 80.30 NA NA 
QQQ 2 0 42 80.30 NA NA 
QQQ 3 0 36 80.30 NA NA 
QQQ 4 0 37 80.30 NA NA 
QQQ 5 0 33 80.30 NA NA 
QQQ 6 0 38 80.30 NA NA 
QQQ 7 0 43 80.30 NA NA 
QQQ 0 1 31 80.30 NA NA 
QQQ 1 1 29 80.30 NA NA 
QQQ 2 1 27 80.30 NA NA 
QQQ 3 1 32 80.30 NA NA 
QQQ 4 1 31 80.30 NA NA 
QQQ 5 1 26 80.30 NA NA 
QQQ 6 1 28 80.30 NA NA 
QQQ 7 1 21 80.30 NA NA 
QQQ 0 0 42 80.40 NA NA 
QQQ 1 0 40 80.40 NA NA 
QQQ 2 0 43 80.40 NA NA 
QQQ 3 0 35 80.40 NA NA 
QQQ 4 0 37 80.40 NA NA 
QQQ 5 0 33 80.40 NA NA 
QQQ 6 0 39 80.40 NA NA 
QQQ 7 0 44 80.40 NA NA 
QQQ 0 1 31 80.40 NA NA 
QQQ 1 1 30 80.40 NA NA 
QQQ 2 1 27 80.40 NA NA 
QQQ 3 1 32 80.40 NA NA 
QQQ 4 1 30 80.40 NA NA 
QQQ 5 1 25 80.40 NA NA 
QQQ 6 1 28 80.40 NA NA 
QQQ 7 1 21 80.40 NA NA 
QQQ 0 0 42 80.50 NA NA 
QQQ 1 0 39 80.50 NA NA 
QQQ 2 0 42 80.50 NA NA 
QQQ 3 0 36 80.50 NA NA 
QQQ 4 0 37 80.50 NA NA 
QQQ 5 0 32 80.50 NA NA 
QQQ 6 0 38 80.50 NA NA 
QQQ 7 0 43 80.50 NA NA 
QQQ 0 1 30 80.50 NA NA 
QQQ 1 1 30 80.50 NA NA 
QQQ 2 1 27 80.50 NA NA 
QQQ 3 1 32 80.50 NA NA 
QQQ 4 1 31 80.50 NA NA 
QQQ 5 1 24 80.50 NA NA 
QQQ 6 1 28 80.50 NA NA 
QQQ 7 1 22 80.50 NA NA 
QQQ 0 0 42 80.60 NA NA 
QQQ 1 0 39 80.60 NA NA 
QQQ 2 0 42 80.60 NA NA 
QQQ 3 0 36 80.60 NA NA 
QQQ 4 0 37 80.60 NA NA 
QQQ 5 0 33 80.60 NA NA 
QQQ 6 0 38 80.60 NA NA 
QQQ 7 0 43 80.60 NA NA 
QQQ 0 1 30 80.60 NA NA 
QQQ 1 1 30 80.60 NA NA 
QQQ 2 1 27 80.60 NA NA 
QQQ 3 1 32 80.60 NA NA 
QQQ 4 1 31 80.60 NA NA 
QQQ 5 1 25 80.60 NA NA 
QQQ 6 1 29 80.60 NA NA 
QQQ 7 1 22 80.60 NA NA 
QQQ 0 0 42 80.70 NA NA 
QQQ 1 0 39 80.70 NA NA 
QQQ 2 0 41 80.70 NA NA 
QQQ 3 0 36 80.70 NA NA 
QQQ 4 0 36 80.70 NA NA 
QQQ 5 0 33 80.70 NA NA 
QQQ 6 0 39 80.70 NA NA 
QQQ 7 0 43 80.71 NA NA 
QQQ 0 1 30 80.71 NA NA 
QQQ 1 1 30 80.71 NA NA 
QQQ 2 1 27 80.71 NA NA 
QQQ 3 1 32 80.71 NA NA 
QQQ 4 1 30 80.71 NA NA 
QQQ 5 1 25 80.71 NA NA 
QQQ 6 1 29 80.71 NA NA 
QQQ 7 1 22 80.71 NA NA 
QQQ 0 0 42 80.81 NA NA 
QQQ 1 0 39 80.81 NA NA 
QQQ 2 0 43 80.81 NA NA 
QQQ 3 0 35 80.81 NA NA 
QQQ 4 0 37 80.81 NA NA 
QQQ 5 0 33 80.81 NA NA 
QQQ 6 0 39 80.81 NA NA 
QQQ 7 0 43 80.81 NA NA 
QQQ 0 1 30 80.81 NA NA 
QQQ 1 1 30 80.81 NA NA 
QQQ 2 1 27 80.81 NA NA 
QQQ 3 1 31 80.81 NA NA 
QQQ 4 1 30 80.81 NA NA 
QQQ 5 1 24 80.81 NA NA 
QQQ 6 1 29 80.81 NA NA 
QQQ 7 1 23 80.81 NA NA 
QQQ 0 0 43 80.91 NA NA 
QQQ 1 0 39 80.91 NA NA 
QQQ 2 0 42 80.91 NA NA 
QQQ 3 0 36 80.91 NA NA 
QQQ 4 0 37 80.91 NA NA 
QQQ 5 0 33 80.91 NA NA 
QQQ 6 0 39 80.91 NA NA 
QQQ 7 0 43 80.91 NA NA 
QQQ 0 1 30 80.91 NA NA 
QQQ 1 1 30 80.91 NA NA 
QQQ 2 1 28 80.91 NA NA 
QQQ 3 1 32 80.91 NA NA 
QQQ 4 1 30 80.91 NA NA 
QQQ 5 1 25 80.91 NA NA 
QQQ 6 1 27 80.91 NA NA 
QQQ 7 1 22 80.91 NA NA 
QQQ 0 0 42 81.01 NA NA 
QQQ 1 0 40 81.01 NA NA 
QQQ 2 0 43 81.01 NA NA 
QQQ 3 0 36 81.01 NA NA 
QQQ 4 0 37 81.01 NA NA 
QQQ 5 0 32 81.01 NA NA 
QQQ 6 0 37 81.01 NA NA 
QQQ 7 0 43 81.01 NA NA 
QQQ 0 1 30 81.01 NA NA 
QQQ 1 1 30 81.01 NA NA 
QQQ 2 1 28 81.01 NA NA 
QQQ 3 1 31 81.01 NA NA 
QQQ 4 1 31 81.01 NA NA 
QQQ 5 1 25 81.01 NA NA 
QQQ 6 1 28 81.01 NA NA 
QQQ 7 1 22 81.01 NA NA 
QQQ 0 0 43 81.11 NA NA 
QQQ 1 0 39 81.11 NA NA 
QQQ 2 0 42 81.11 NA NA 
QQQ 3 0 36 81.11 NA NA 
QQQ 4 0 38 81.11 NA NA 
QQQ 5 0 33 81.11 NA NA 
QQQ 6 0 38 81.11 NA NA 
QQQ 7 0 42 81.11 NA NA 
QQQ 0 1 30 81.11 NA NA 
QQQ 1 1 30 81.11 NA NA 
QQQ 2 1 27 81.11 NA NA 
QQQ 3 1 32 81.11 NA NA 
QQQ 4 1 30 81.11 NA NA 
QQQ 5 1 26 81.11 NA NA 
QQQ 6 1 28 81.11 NA NA 
QQQ 7 1 22 81.11 NA NA 
QQQ 0 0 43 81.21 NA NA 
QQQ 1 0 39 81.21 NA NA 
QQQ 2 0 42 81.21 NA NA 
QQQ 3 0 36 81.21 NA NA 
QQQ 4 0 37 81.21 NA NA 
QQQ 5 0 34 81.21 NA NA 
QQQ 6 0 38 81.21 NA NA 
QQQ 7 0 43 81.21 NA NA 
QQQ 0 1 30 81.21 NA NA 
QQQ 1 1 30 81.21 NA NA 
QQQ 2 1 27 81.21 NA NA 
QQQ 3 1 32 81.21 NA NA 
QQQ 4 1 31 81.21 NA NA 
QQQ 5 1 25 81.21 NA NA 
QQQ 6 1 29 81.21 NA NA 
QQQ 7 1 22 81.21 NA NA 
QQQ 0 0 42 81.31 NA NA 
QQQ 1 0 39 81.31 NA NA 
QQQ 2 0 43 81.31 NA NA 
QQQ 3 0 36 81.31 NA NA 
QQQ 4 0 38 81.31 NA NA 
QQQ 5 0 32 81.31 NA NA 
QQQ 6 0 38 81.31 NA NA 
QQQ 7 0 43 81.31 NA NA 
QQQ 0 1 30 81.31 NA NA 
QQQ 1 1 31 81.31 NA NA 
QQQ 2 1 27 81.31 NA NA 
QQQ 3 1 32 81.31 NA NA 
QQQ 4 1 31 81.31 NA NA 
QQQ 5 1 25 81.31 NA NA 
QQQ 6 1 28 81.31 NA NA 
QQQ 7 1 22 81.31 NA NA 
QQQ 0 0 42 81.41 NA NA 
QQQ 1 0 39 81.41 NA NA 
QQQ 2 0 43 81.41 NA NA 
QQQ 3 0 36 81.41 NA NA 
QQQ 4 0 37 81.41 NA NA 
QQQ 5 0 33 81.41 NA NA 
QQQ 6 0 38 81.41 NA NA 
QQQ 7 0 43 81.41 NA NA 
QQQ 0 1 30 81.41 NA NA 
QQQ 1 1 30 81.41 NA NA 
QQQ 2 1 27 81.41 NA NA 
QQQ 3 1 31 81.41 NA NA 
QQQ 4 1 31 81.41 NA NA 
QQQ 5 1 24 81.41 NA NA 
QQQ 6 1 29 81.41 NA NA 
QQQ 7 1 21 81.41 NA NA 
QQQ 0 0 42 81.51 NA NA 
QQQ 1 0 40 81.51 NA NA 
QQQ 2 0 42 81.51 NA NA 
QQQ 3 0 36 81.51 NA NA 
QQQ 4 0 37 81.51 NA NA 
QQQ 5 0 33 81.51 NA NA 
QQQ 6 0 38 81.51 NA NA 
QQQ 7 0 43 81.51 NA NA 
QQQ 0 1 30 81.51 NA NA 
QQQ 1 1 30 81.51 NA NA 
QQQ 2 1 27 81.51 NA NA 
QQQ 3 1 32 81.51 NA NA 
QQQ 4 1 30 81.51 NA NA 
QQQ 5 1 25 81.51 NA NA 
QQQ 6 1 28 81.51 NA NA 
QQQ 7 1 22 81.51 NA NA 
QQQ 0 0 42 81.61 NA NA 
QQQ 1 0 40 81.61 NA NA 
QQQ 2 0 42 81.61 NA NA 
QQQ 3 0 36 81.61 NA NA 
QQQ 4 0 37 81.61 NA NA 
QQQ 5 0 33 81.61 NA NA 
QQQ 6 0 38 81.61 NA NA 
QQQ 7 0 44 81.61 NA NA 
QQQ 0 1 31 81.61 NA NA 
QQQ 1 1 30 81.61 NA NA 
QQQ 2 1 27 81.61 NA NA 
QQQ 3 1 32 81.61 NA NA 
QQQ 4 1 30 81.61 NA NA 
QQQ 5 1 26 81.61 NA NA 
QQQ 6 1 28 81.61 NA NA 
QQQ 7 1 22 81.61 NA NA 
QQQ 0 0 42 81.71 NA NA 
QQQ 1 0 39 81.71 NA NA 
QQQ 2 0 42 81.71 NA NA 
QQQ 3 0 36 81.71 NA NA 
QQQ 4 0 38 81.71 NA NA 
QQQ 5 0 33 81.71 NA NA 
QQQ 6 0 39 81.71 NA NA 
QQQ 7 0 44 81.71 NA NA 
QQQ 0 1 30 81.71 NA NA 
QQQ 1 1 30 81.71 NA NA 
QQQ 2 1 27 81.71 NA NA 
QQQ 3 1 32 81.71 NA NA 
QQQ 4 1 31 81.71 NA NA 
QQQ 5 1 24 81.71 NA NA 
QQQ 6 1 29 81.71 NA NA 
QQQ 7 1 22 81.71 NA NA 
QQQ 0 0 42 81.81 NA NA 
QQQ 1 0 39 81.81 NA NA 
QQQ 2 0 43 81.81 NA NA 
QQQ 3 0 36 81.81 NA NA 
QQQ 4 0 37 81.81 NA NA 
QQQ 5 0 33 81.81 NA NA 
QQQ 6 0 38 81.81 NA NA 
QQQ 7 0 44 81.81 NA NA 
QQQ 0 1 30 81.81 NA NA 
QQQ 1 1 30 81.81 NA NA 
QQQ 2 1 27 81.81 NA NA 
QQQ 3 1 32 81.81 NA NA 
QQQ 4 1 31 81.81 NA NA 
QQQ 5 1 25 81.81 NA NA 
QQQ 6 1 28 81.81 NA NA 
QQQ 7 1 22 81.81 NA NA 
QQQ 0 0 42 81.91 NA NA 
QQQ 1 0 39 81.91 NA NA 
QQQ 2 0 42 81.91 NA NA 
QQQ 3 0 36 81.91 NA NA 
QQQ 4 0 37 81.91 NA NA 
QQQ 5 0 33 81.91 NA NA 
QQQ 6 0 38 81.91 NA NA 
QQQ 7 0 44 81.91 NA NA 
QQQ 0 1 30 81.91 NA NA 
QQQ 1 1 30 81.91 NA NA 
QQQ 2 1 27 81.91 NA NA 
QQQ 3 1 32 81.91 NA NA 
QQQ 4 1 30 81.91 NA NA 
QQQ 5 1 25 81.91 NA NA 
QQQ 6 1 28 81.91 NA NA 
QQQ 7 1 22 81.91 NA NA 
QQQ 0 0 42 82.01 NA NA 
QQQ 1 0 39 82.01 NA NA 
QQQ 2 0 43 82.01 NA NA 
QQQ 3 0 35 82.01 NA NA 
QQQ 4 0 37 82.01 NA NA 
QQQ 5 0 33 82.01 NA NA 
QQQ 6 0 39 82.01 NA NA 
QQQ 7 0 43 82.01 NA NA 
QQQ 0 1 31 82.01 NA NA 
QQQ 1 1 30 82.01 NA NA 
QQQ 2 1 27 82.01 NA NA 
QQQ 3 1 31 82.01 NA NA 
QQQ 4 1 31 82.01 NA NA 
QQQ 5 1 24 82.01 NA NA 
QQQ 6 1 29 82.01 NA NA 
QQQ 7 1 21 82.01 NA NA 
QQQ 0 0 42 82.12 NA NA 
QQQ 1 0 39 82.12 NA NA 
QQQ 2 0 43 82.12 NA NA 
QQQ 3 0 35 82.12 NA NA 
QQQ 4 0 37 82.12 NA NA 
QQQ 5 0 33 82.12 NA NA 
QQQ 6 0 38 82.12 NA NA 
QQQ 7 0 43 82.12 NA NA 
QQQ 0 1 30 82.12 NA NA 
QQQ 1 1 29 82.12 NA NA 
QQQ 2 1 28 82.12 NA NA 
QQQ 3 1 31 82.12 NA NA 
QQQ 4 1 30 82.12 NA NA 
QQQ 5 1 24 82.12 NA NA 
QQQ 6 1 28 82.12 NA NA 
QQQ 7 1 21 82.12 NA NA 
QQQ 0 0 42 82.22 NA NA 
QQQ 1 0 39 82.22 NA NA 
QQQ 2 0 42 82.22 NA NA 
QQQ 3 0 36 82.22 NA NA 
QQQ 4 0 37 82.22 NA NA 
QQQ 5 0 33 82.22 NA NA 
QQQ 6 0 39 82.22 NA NA 
QQQ 7 0 43 82.22 NA NA 
QQQ 0 1 31 82.22 NA NA 
QQQ 1 1 30 82.22 NA NA 
QQQ 2 1 27 82.22 NA NA 
QQQ 3 1 31 82.22 NA NA 
QQQ 4 1 31 82.22 NA NA 
QQQ 5 1 24 82.22 NA NA 
QQQ 6 1 28 82.22 NA NA 
QQQ 7 1 22 82.22 NA NA 
QQQ 0 0 43 82.32 NA NA 
QQQ 1 0 39 82.32 NA NA 
QQQ 2 0 42 82.32 NA NA 
QQQ 3 0 36 82.32 NA NA 
QQQ 4 0 38 82.32 NA NA 
QQQ 5 0 33 82.32 NA NA 
QQQ 6 0 38 82.32 NA NA 
QQQ 7 0 44 82.32 NA NA 
QQQ 0 1 31 82.32 NA NA 
QQQ 1 1 30 82.32 NA NA 
QQQ 2 1 27 82.32 NA NA 
QQQ 3 1 32 82.32 NA NA 
QQQ 4 1 29 82.32 NA NA 
QQQ 5 1 24 82.32 NA NA 
QQQ 6 1 29 82.32 NA NA 
QQQ 7 1 22 82.32 NA NA 
QQQ 0 0 43 82.42 NA NA 
QQQ 1 0 39 82.42 NA NA 
QQQ 2 0 43 82.42 NA NA 
QQQ 3 0 36 82.42 NA NA 
QQQ 4 0 37 82.42 NA NA 
QQQ 5 0 33 82.42 NA NA 
QQQ 6 0 38 82.42 NA NA 
QQQ 7 0 43 82.42 NA NA 
QQQ 0 1 30 82.42 NA NA 
QQQ 1 1 30 82.42 NA NA 
QQQ 2 1 28 82.42 NA NA 
QQQ 3 1 31 82.42 NA NA 
QQQ 4 1 30 82.42 NA NA 
QQQ 5 1 25 82.42 NA NA 
QQQ 6 1 29 82.42 NA NA 
QQQ 7 1 22 82.42 NA NA 
QQQ 0 0 42 82.52 NA NA 
QQQ 1 0 39 82.52 NA NA 
QQQ 2 0 41 82.52 NA NA 
QQQ 3 0 36 82.52 NA NA 
QQQ 4 0 37 82.52 NA NA 
QQQ 5 0 33 82.52 NA NA 
QQQ 6 0 38 82.52 NA NA 
QQQ 7 0 43 82.52 NA NA 
QQQ 0 1 31 82.52 NA NA 
QQQ 1 1 30 82.52 NA NA 
QQQ 2 1 27 82.52 NA NA 
QQQ 3 1 32 82.52 NA NA 
QQQ 4 1 31 82.52 NA NA 
QQQ 5 1 25 82.52 NA NA 
QQQ 6 1 29 82.52 NA NA 
QQQ 7 1 21 82.52 NA NA 
QQQ 0 0 43 82.62 NA NA 
QQQ 1 0 39 82.62 NA NA 
QQQ 2 0 42 82.62 NA NA 
QQQ 3 0 36 82.62 NA NA 
QQQ 4 0 37 82.62 NA NA 
QQQ 5 0 33 82.62 NA NA 
QQQ 6 0 38 82.62 NA NA 
QQQ 7 0 43 82.62 NA NA 
QQQ 0 1 31 82.62 NA NA 
QQQ 1 1 29 82.62 NA NA 
QQQ 2 1 27 82.62 NA NA 
QQQ 3 1 31 82.62 NA NA 
QQQ 4 1 30 82.62 NA NA 
QQQ 5 1 25 82.62 NA NA 
QQQ 6 1 29 82.62 NA NA 
QQQ 7 1 22 82.62 NA NA 
QQQ 0 0 43 82.72 NA NA 
QQQ 1 0 39 82.72 NA NA 
QQQ 2 0 43 82.72 NA NA 
QQQ 3 0 35 82.72 NA NA 
QQQ 4 0 37 82.72 NA NA 
QQQ 5 0 33 82.72 NA NA 
QQQ 6 0 39 82.72 NA NA 
QQQ 7 0 44 82.72 NA NA 
QQQ 0 1 30 82.72 NA NA 
QQQ 1 1 30 82.72 NA NA 
QQQ 2 1 26 82.72 NA NA 
QQQ 3 1 31 82.72 NA NA 
QQQ 4 1 30 82.72 NA NA 
QQQ 5 1 25 82.72 NA NA 
QQQ 6 1 28 82.72 NA NA 
QQQ 7 1 22 82.72 NA NA 
QQQ 0 0 42 82.82 NA NA 
QQQ 1 0 39 82.82 NA NA 
QQQ 2 0 42 82.82 NA NA 
QQQ 3 0 36 82.82 NA NA 
QQQ 4 0 38 82.82 NA NA 
QQQ 5 0 32 82.82 NA NA 
QQQ 6 0 39 82.82 NA NA 
QQQ 7 0 43 82.82 NA NA 
QQQ 0 1 31 82.82 NA NA 
QQQ 1 1 30 82.82 NA NA 
QQQ 2 1 27 82.82 NA NA 
QQQ 3 1 32 82.82 NA NA 
QQQ 4 1 31 82.82 NA NA 
QQQ 5 1 24 82.82 NA NA 
QQQ 6 1 28 82.82 NA NA 
QQQ 7 1 22 82.82 NA NA 
QQQ 0 0 42 82.92 NA NA 
QQQ 1 0 40 82.92 NA NA 
QQQ 2 0 43 82.92 NA NA 
QQQ 3 0 35 82.92 NA NA 
QQQ 4 0 37 82.92 NA NA 
QQQ 5 0 33 82.92 NA NA 
QQQ 6 0 39 82.92 NA NA 
QQQ 7 0 43 82.92 NA NA 
QQQ 0 1 31 82.92 NA NA 
QQQ 1 1 29 82.92 NA NA 
QQQ 2 1 26 82.92 NA NA 
QQQ 3 1 32 82.92 NA NA 
QQQ 4 1 31 82.92 NA NA 
QQQ 5 1 24 82.92 NA NA 
QQQ 6 1 28 82.92 NA NA 
QQQ 7 1 21 82.92 NA NA 
QQQ 0 0 43 83.02 NA NA 
QQQ 1 0 39 83.02 NA NA 
QQQ 2 0 42 83.02 NA NA 
QQQ 3 0 36 83.02 NA NA 
QQQ 4 0 37 83.02 NA NA 
QQQ 5 0 33 83.02 NA NA 
QQQ 6 0 39 83.02 NA NA 
QQQ 7 0 44 83.02 NA NA 
QQQ 0 1 31 83.02 NA NA 
QQQ 1 1 30 83.02 NA NA 
QQQ 2 1 27 83.02 NA NA 
QQQ 3 1 31 83.02 NA NA 
QQQ 4 1 30 83.02 NA NA 
QQQ 5 1 25 83.02 NA NA 
QQQ 6 1 29 83.02 NA NA 
QQQ 7 1 21 83.02 NA NA 
QQQ 0 0 43 83.12 NA NA 
QQQ 1 0 39 83.12 NA NA 
QQQ 2 0 42 83.12 NA NA 
QQQ 3 0 35 83.12 NA NA 
QQQ 4 0 38 83.12 NA NA 
QQQ 5 0 33 83.12 NA NA 
QQQ 6 0 38 83.12 NA NA 
QQQ 7 0 43 83.12 NA NA 
QQQ 0 1 31 83.12 NA NA 
QQQ 1 1 30 83.12 NA NA 
QQQ 2 1 26 83.12 NA NA 
QQQ 3 1 31 83.12 NA NA 
QQQ 4 1 30 83.12 NA NA 
QQQ 5 1 25 83.12 NA NA 
QQQ 6 1 29 83.12 NA NA 
QQQ 7 1 21 83.12 NA NA 
QQQ 0 0 42 83.22 NA NA 
QQQ 1 0 39 83.22 NA NA 
QQQ 2 0 42 83.22 NA NA 
QQQ 3 0 35 83.22 NA NA 
